emp_no,first_name,last_name,title,from_date
228224,Shahab,Viele,Staff,1/22/1998
228227,Werner,Wendorf,Senior Staff,1/15/1994
228233,Francesca,Serov,Technique Leader,7/13/1986
228235,Spyrose,Gubsky,Engineer,8/19/1994
228236,Oguz,Kolvik,Engineer,8/24/1998
228237,Chanjung,Vakili,Senior Engineer,5/2/1993
228246,Bartek,Aloisi,Senior Staff,8/21/1996
228257,Yuqun,Malabarba,Senior Staff,7/1/1999
228258,Suzette,Giaccio,Engineer,2/11/1998
228259,Stella,Thambidurai,Senior Staff,5/25/1994
228261,Sanjoy,Mitina,Senior Engineer,8/19/1999
228264,Tru,Sanella,Senior Staff,5/27/1998
228266,Vishv,Nilsson,Senior Staff,8/24/1996
228267,Guttorm,Merli,Senior Staff,8/26/1994
228268,Subir,Milicia,Senior Engineer,12/18/2000
228269,Aluzio,Varman,Senior Staff,8/7/1995
228276,Nigel,Furudate,Senior Staff,10/8/1999
228278,Sungwon,Douceur,Senior Staff,1/6/1999
228282,Filipp,Rijsenbrij,Staff,3/22/1998
228283,Nadjib,Hedayat,Senior Engineer,2/11/1997
228284,Along,Ressouche,Senior Engineer,9/13/1997
228285,Weiwu,Pollock,Senior Engineer,4/21/2002
228290,Rasikan,Rousseau,Senior Staff,10/17/1995
228304,Boguslaw,Sifakis,Senior Engineer,5/26/1999
228307,Munir,Belinskaya,Senior Staff,12/27/1990
228311,Spyrose,Koyama,Staff,7/28/1999
228314,Dinkar,Pezzoli,Engineer,4/26/1999
228319,Tremaine,Quittner,Staff,12/17/1998
228320,Wonhee,Murrill,Senior Staff,3/12/2000
228331,Wilmer,Poehlman,Senior Engineer,1/14/1994
228337,Yechezkel,Jeansoulin,Staff,5/18/1998
228340,Alair,Streit,Senior Engineer,2/20/1992
228341,Aral,Leivant,Engineer,9/26/1998
228346,Cordelia,Nastansky,Staff,6/8/1999
228357,Sarita,Brookner,Senior Engineer,4/14/1993
228358,Goetz,Molenaar,Senior Engineer,6/3/1985
228366,Mantis,Zhang,Senior Staff,11/19/1999
228367,Ohad,Strehl,Senior Staff,4/28/1987
228368,Mario,Remmers,Senior Engineer,10/21/1991
228371,Bernd,Barbanera,Staff,11/15/1998
228374,Shahaf,McClurg,Senior Staff,4/6/1993
228381,Hilari,Schnabel,Senior Engineer,6/9/1995
228383,Gonzalo,Streit,Senior Engineer,10/31/1997
228386,Khatoun,Maquelin,Staff,9/22/1998
228387,Abdulla,Anido,Senior Staff,5/2/1997
228396,Katsuo,Murthy,Senior Staff,12/21/1997
228401,Eldridge,Axelband,Technique Leader,9/7/1991
228405,Hyuncheol,Szmurlo,Engineer,10/19/1986
228411,Khaled,Hofstetter,Senior Staff,8/29/1999
228413,Flemming,Takanami,Senior Engineer,4/19/1999
228414,Tadahiko,Birke,Senior Engineer,2/18/1997
228417,Martial,Biran,Senior Engineer,8/28/1997
228420,Xinglin,Millington,Senior Engineer,12/6/1998
228421,Spyrose,Weedman,Senior Staff,9/5/1996
228426,Nimmagadda,Cappelletti,Technique Leader,9/24/1986
228427,Fumitaka,Rothenberg,Senior Engineer,2/18/2000
228429,Atreye,Emmerich,Senior Engineer,10/15/1999
228430,Zhiguo,Koshino,Senior Engineer,7/12/1999
228436,Vugranam,Baja,Senior Engineer,11/12/1986
228444,Diederik,Gilg,Staff,6/5/1995
228449,Pascal,Kushnir,Staff,9/29/1996
228450,Dhritiman,Serdy,Senior Staff,8/2/1994
228454,Hideo,Varman,Senior Engineer,6/17/1995
228456,Zengping,Deville,Technique Leader,6/26/1991
228459,Yannik,Iivonen,Engineer,3/10/1996
228467,Jeong,Bressoud,Senior Staff,1/11/2001
228472,Chirstian,Magalhaes,Senior Engineer,2/1/1998
228473,Sailaja,Kroon,Technique Leader,11/4/1994
228476,Yuuichi,Mapelli,Senior Staff,11/8/1999
228478,Xiaocheng,Kulisch,Engineer,8/19/1991
228480,Marc,Gornas,Senior Staff,3/23/1995
228482,Doowon,Velasco,Senior Engineer,9/27/1991
228484,Leah,Gubsky,Senior Engineer,7/7/1998
228490,Elliott,Fargier,Senior Staff,3/12/2000
228496,Mats,Cronau,Assistant Engineer,6/11/1998
228500,Martial,Fontet,Senior Staff,4/29/1990
228504,Jagoda,Gronowski,Senior Staff,12/29/1992
228506,Xudong,Khalid,Technique Leader,1/24/1999
228507,Zine,VanScheik,Senior Engineer,11/5/1997
228517,Huei,Leaver,Staff,12/24/1998
228518,Arch,Emmart,Senior Staff,1/13/1996
228519,Lihong,Porotnikoff,Senior Engineer,7/21/1997
228524,Erzsebet,Androutsos,Senior Engineer,6/7/2002
228526,Katsuyuki,Zucker,Senior Engineer,5/23/1996
228530,Hugo,Nations,Senior Engineer,11/10/1994
228537,Nahla,Rohrbach,Engineer,12/25/1995
228540,Parke,Brookner,Senior Staff,5/31/2001
228542,Mack,Quadeer,Staff,6/24/1999
228543,Val,Uchoa,Senior Engineer,12/4/1999
228544,Halsur,Legleitner,Senior Staff,2/21/1995
228546,Matk,Chiodo,Senior Staff,8/25/1997
228548,Khosrow,Mundy,Staff,4/19/1986
228553,Zhenhua,Haumacher,Senior Engineer,12/8/1995
228556,Remko,Sridhar,Senior Engineer,4/7/1995
228557,Sanjay,Griswold,Senior Staff,6/10/1999
228563,Paloma,Baer,Senior Engineer,3/6/1986
228564,Mohammad,Yoshimura,Senior Staff,7/31/1992
228566,Troy,Porotnikoff,Senior Staff,6/12/1994
228573,Danai,Pesch,Senior Staff,6/20/2002
228574,Gao,Farrow,Senior Staff,3/6/2000
228576,Owen,Motley,Senior Staff,3/29/1999
228578,JoAnne,Talmon,Senior Engineer,10/16/1990
228586,Thodoros,Bodoff,Senior Engineer,7/26/1996
228587,Katsuo,Basagni,Senior Staff,11/28/1999
228591,Tristan,Petereit,Senior Staff,1/22/1996
228599,Iara,Neiman,Senior Engineer,4/23/1999
228602,Domenick,Gihr,Staff,6/2/1999
228606,Shahaf,Griswold,Senior Staff,1/10/1991
228610,Tomokazu,Llado,Senior Engineer,3/12/1992
228613,Chandrasekaran,Passino,Senior Staff,10/5/1999
228617,Siddarth,Hockney,Senior Engineer,3/21/1997
228620,Abdelghani,Shackel,Technique Leader,5/18/1996
228623,Arnould,Showalter,Senior Engineer,8/30/1986
228624,Zhongwei,Murtafg,Staff,8/24/1996
228626,Sverrir,Ginesta,Senior Engineer,5/4/2001
228636,Paloma,Munck,Senior Engineer,12/4/1993
228642,Jeanna,Shrader,Senior Staff,3/15/1998
228645,Jouko,Cappelletti,Senior Staff,2/13/1997
228647,Sangeeta,Pramanik,Senior Engineer,6/22/1996
228649,Xiaoqiu,Erni,Staff,9/29/1994
228653,Yifei,Highland,Senior Engineer,10/8/1996
228654,Sudharsan,Chachaty,Senior Staff,1/13/2000
228655,Jiong,Blokdijk,Senior Staff,5/5/2002
228658,Eldridge,Strooper,Engineer,4/15/2000
228660,Charmane,Zaiane,Senior Engineer,8/28/1999
228663,Kersti,Gist,Senior Staff,1/7/2002
228666,Franziska,Conde,Engineer,12/12/1997
228668,Achilleas,Chappelet,Engineer,1/4/2000
228669,Morris,Peyn,Senior Staff,4/26/1993
228672,Goetz,Pulkowski,Senior Staff,12/17/1993
228679,Stepehn,Potthoff,Senior Staff,3/31/1999
228680,Yinghua,Ozeri,Senior Engineer,7/15/1995
228681,Kersti,Murthy,Engineer,4/22/1991
228683,Girolamo,Coombs,Senior Staff,8/18/1993
228685,Peer,Zolotykh,Senior Staff,3/4/2002
228686,Teunis,Wendorf,Senior Engineer,9/22/1998
228690,Constantine,DuBourdieux,Assistant Engineer,8/3/1994
228691,Ortrud,Paciorek,Senior Engineer,5/31/1991
228693,Hideo,Kakkad,Senior Engineer,2/19/2000
228711,Udo,Velardi,Senior Staff,8/15/1992
228716,Sukumar,Rajcani,Senior Engineer,3/14/1999
228719,Chandrasekaran,Makrucki,Technique Leader,2/12/1991
228723,Garnik,Paludetto,Senior Staff,7/26/1999
228725,Edwin,Navazio,Senior Engineer,2/12/1988
228730,Yonghong,Babu,Senior Engineer,5/28/1989
228741,Marsja,Zielinski,Senior Staff,3/7/1997
228743,Lech,Heemskerk,Senior Staff,3/24/2000
228745,Masami,Broder,Staff,8/30/1998
228748,Ottavia,Otillio,Senior Engineer,5/11/1997
228749,Toshimi,Sabnani,Senior Staff,3/28/1999
228750,Shin,Constantine,Engineer,7/11/1993
228752,Aruna,Straney,Senior Engineer,5/4/1997
228755,Kazuhira,Angot,Senior Engineer,1/10/1995
228757,Kazuhiko,Lanteri,Senior Engineer,4/10/1998
228758,Aksel,Thummel,Senior Engineer,8/25/1996
228759,Jianhua,Menhardt,Senior Staff,12/18/1990
228767,Hairong,Ohori,Senior Staff,1/18/2002
228772,Hsiangchu,Selvestrel,Staff,5/30/1995
228774,Xinan,Klyachko,Senior Engineer,2/5/1995
228775,Shahab,Vilarrasa,Senior Engineer,2/9/1999
228778,Yoshinari,Rettelbach,Senior Staff,8/31/1995
228782,Ugo,Schonegge,Senior Staff,1/29/2001
228783,Menkae,Marwedel,Senior Staff,2/27/1991
228790,Djenana,Felder,Senior Engineer,6/27/1995
228791,Fumitaka,Uchoa,Staff,7/16/1994
228794,Souichi,Coney,Senior Staff,4/14/1998
228795,Kendra,Ladret,Staff,11/3/1997
228799,Jongsuk,Uludag,Staff,11/27/1998
228800,Serge,Portugali,Engineer,4/17/1994
228802,Yannis,Koshiba,Senior Engineer,8/23/1997
228804,Zdislav,Iisaku,Engineer,9/7/1999
228806,TRUE,Pettey,Senior Engineer,9/29/2000
228807,Poornachandra,Shanbhogue,Senior Staff,9/3/2001
228809,Emdad,Fritzsche,Staff,10/17/1997
228810,Lein,Picel,Engineer,3/9/1996
228815,Serenella,Marletta,Engineer,3/4/1999
228817,Feipei,Panwar,Assistant Engineer,12/22/1993
228821,Shigeu,Denna,Senior Staff,12/12/1998
228823,Mayuko,Gimbel,Engineer,5/11/1999
228824,Shan,Schnelling,Senior Engineer,6/13/2000
228828,Jaques,Kaltofen,Engineer,2/7/2000
228829,Guiseppe,Lagarias,Senior Engineer,9/2/2000
228834,Murthy,Panienski,Senior Engineer,3/21/2000
228840,Leandro,Peris,Senior Staff,3/25/1996
228846,Kerryn,Fiutem,Senior Engineer,1/18/1992
228849,Zongyan,Cmelik,Senior Staff,11/2/1999
228853,Mayumi,Basawa,Engineer,11/4/1999
228855,Jiann,Christianini,Senior Staff,7/25/2001
228857,Christoper,Marzano,Technique Leader,12/26/1985
228858,Barton,Emmerich,Senior Engineer,11/27/1990
228861,KayLiang,Siksek,Senior Staff,4/19/1997
228862,Soenke,Braunschweig,Senior Engineer,12/3/2001
228868,Nikolaos,Giarratana,Senior Engineer,6/21/1997
228879,Suzette,Oskamp,Engineer,3/25/1991
228880,Bartek,Aloia,Senior Staff,2/13/2001
228881,Jeong,Gaughan,Senior Engineer,12/13/1988
228884,Berni,Ushiama,Senior Engineer,7/22/1994
228889,Mircea,Frolund,Senior Engineer,5/17/1992
228891,Jeanna,Munawer,Staff,3/27/1999
228895,Ugo,Fontan,Staff,7/9/1999
228902,Toong,Piazza,Senior Engineer,2/28/1991
228903,Chriss,Thiria,Staff,10/25/1999
228909,Kirk,Murrill,Senior Staff,11/16/1997
228912,Sariel,Janetzko,Senior Staff,7/7/2002
228921,Basant,Ginesta,Engineer,9/1/1991
228927,Parviz,Usdin,Engineer,3/8/1996
228928,Yahiko,Panwar,Senior Staff,9/22/1996
228929,Pascal,Borovoy,Senior Engineer,10/15/1993
228935,Zsolt,Biros,Engineer,12/24/1996
228941,Weiru,Stemann,Senior Engineer,12/28/1991
228942,Jacqueline,Valtorta,Senior Engineer,4/27/1999
228943,Alejandro,Gien,Senior Staff,4/26/1999
228944,Tzu,Hmelo,Senior Engineer,10/23/1992
228952,Chiradeep,Quadeer,Senior Staff,7/18/1996
228954,Elgin,Hooghiemstra,Senior Engineer,9/30/1999
228959,Stabislas,Morrey,Senior Engineer,6/25/1997
228960,Eberhardt,Halevi,Staff,2/4/1999
228961,Xiaoshan,Poupard,Senior Engineer,10/15/1996
228967,Mario,Rodiger,Staff,3/14/1999
228972,Amalendu,Heiserman,Senior Engineer,7/18/1994
228973,Cheong,Nations,Senior Engineer,10/21/2001
228975,Reinhard,Kobara,Engineer,4/29/1998
228976,Selwyn,Kuhnemann,Engineer,4/1/1996
228980,Shichao,Eugenio,Staff,4/30/1998
228982,Alagu,Ramsak,Senior Staff,4/3/1990
228990,Arup,Reeken,Senior Engineer,10/9/2000
228991,Hairong,Conde,Senior Engineer,7/12/1998
228993,Kristine,Marrevee,Senior Engineer,11/25/1996
228997,Leah,Whitcomb,Senior Engineer,11/12/1999
228999,Fen,Birsak,Engineer,8/13/1997
229002,Claudi,Ananiadou,Engineer,6/21/1998
229003,Shuzo,Poulakidas,Senior Staff,7/3/2001
229009,Nathalie,Toyoshima,Engineer,11/21/1995
229018,Jeanna,Jullig,Senior Staff,9/1/1988
229019,Kerryn,Sambasivam,Senior Staff,7/30/1997
229023,Xuejun,Giaccio,Senior Engineer,6/27/2002
229024,Holgard,Rajaraman,Senior Staff,1/29/1993
229027,Insup,Koshino,Senior Staff,5/26/1990
229028,Rasiah,Whittlesey,Engineer,9/4/1998
229032,Udo,Busillo,Senior Engineer,3/27/1997
229044,Theron,Cappello,Staff,11/5/1998
229046,Fabrizio,Denti,Senior Staff,10/18/1997
229049,Alois,Denis,Senior Engineer,7/25/1999
229051,Malu,Casperson,Engineer,1/21/1990
229055,Erez,Valette,Senior Engineer,8/4/2001
229058,Barry,Zykh,Senior Staff,1/6/2001
229061,Chinhyun,Lorho,Senior Staff,2/12/2000
229064,Shigeu,Syang,Senior Engineer,5/4/1996
229069,Lucian,Crelier,Senior Engineer,10/27/1995
229070,Takushi,Cairo,Engineer,7/29/1999
229072,Evgueni,Serot,Engineer,12/27/1993
229073,Ute,Kolvik,Technique Leader,2/26/1997
229080,Jiafu,Basart,Engineer,7/15/1999
229088,Kasidit,Servieres,Senior Engineer,1/11/2000
229092,Fumiya,Morrin,Engineer,7/10/1998
229093,Lunjin,Lanteri,Technique Leader,6/12/1994
229097,Kellyn,Merel,Senior Staff,6/4/1992
229101,Jianwen,Menyhert,Senior Staff,3/23/1991
229102,Serge,Hiyoshi,Staff,7/7/1997
229111,Satoru,Schiper,Senior Engineer,10/20/1989
229118,Yucel,Ranft,Senior Engineer,2/4/1985
229121,Remzi,Shanbhogue,Engineer,9/27/1997
229122,Masasuke,Lichtner,Senior Staff,9/22/1988
229123,Uriel,Serna,Staff,4/29/1996
229124,Phule,Gien,Staff,11/7/1994
229126,Leszek,Kolvik,Senior Staff,5/4/1998
229129,Subhankar,Gerteisen,Engineer,6/21/2000
229133,Geoffry,Jenevein,Senior Staff,1/24/1995
229135,Jasminko,Duclos,Senior Staff,8/29/1994
229137,Susanta,Prenel,Technique Leader,5/28/1986
229138,Vitali,Schiettecatte,Senior Engineer,11/26/1990
229146,Koichi,Flasterstein,Senior Engineer,7/15/1997
229147,Eberhardt,Birke,Senior Staff,8/29/1996
229149,Chanjung,Bashian,Senior Staff,10/8/1998
229150,Piyawadee,Munos,Senior Staff,4/25/1999
229151,Bowen,Stroustrup,Senior Engineer,12/26/1995
229155,Gino,Glowinski,Staff,1/23/1999
229163,Susuma,Wroclawski,Senior Staff,3/11/1993
229164,Lena,Papastamatiou,Senior Engineer,9/22/1989
229165,Shooichi,Pleszkun,Senior Staff,2/18/1996
229170,Xuedong,Savasere,Senior Engineer,10/13/1995
229173,Jayesh,Farrel,Staff,7/27/1998
229175,Ekawit,Trelles,Senior Staff,12/2/1999
229180,Miquel,Magliocco,Staff,9/28/1996
229182,Georg,Bail,Technique Leader,4/5/1988
229186,Flemming,Tibblin,Engineer,7/3/1990
229189,Aron,Bojadziev,Engineer,4/6/1998
229192,Erzsebet,Malabarba,Senior Engineer,12/31/2000
229194,Kersti,Lorin,Senior Staff,2/21/1998
229196,Shin,Gewali,Senior Staff,5/14/1996
229199,Abdelwaheb,Farrow,Senior Engineer,7/3/2001
229201,Rosine,Crelier,Engineer,8/18/1994
229208,Patricio,Christianini,Senior Staff,5/5/1987
229212,Xiping,Schlegelmilch,Engineer,4/24/1999
229214,Raimond,Radivojevic,Senior Engineer,7/5/1993
229216,Becky,Muniz,Senior Staff,12/30/1994
229221,Arvind,Viele,Technique Leader,2/17/1993
229224,Richard,Yavatkar,Senior Engineer,3/9/2002
229225,Clyde,McClure,Senior Engineer,6/3/1997
229228,Chanjung,Vuskovic,Senior Engineer,2/24/1995
229231,Oscar,Toyoshima,Senior Engineer,5/4/1999
229232,Leandro,Farrow,Staff,9/30/1993
229240,Sachar,Kugler,Senior Engineer,12/21/1988
229242,Pasqua,Hammerschmidt,Staff,3/19/1997
229249,Debatosh,Sgarro,Senior Engineer,7/16/1999
229255,George,Nannarelli,Senior Engineer,5/29/1998
229256,Surveyors,Luan,Assistant Engineer,9/17/1998
229259,Georgi,Narahari,Senior Engineer,7/23/1991
229266,Cathie,Munck,Senior Engineer,1/25/2000
229267,Marit,Kaelbling,Staff,1/24/2000
229269,Jianhao,Portugali,Senior Engineer,6/23/1988
229271,Kiyokazu,Schapiro,Senior Staff,9/7/1995
229272,Mayuri,Kambil,Senior Staff,10/17/1997
229276,Jiann,Gihr,Staff,2/2/1998
229281,Hitomi,Solovay,Senior Engineer,1/26/1996
229282,Alois,Massonet,Senior Engineer,3/22/1994
229284,Kensei,Kohling,Staff,6/16/1987
229289,Vishv,Pell,Engineer,10/26/1998
229291,Kristof,Hambrick,Engineer,7/13/1998
229292,Leah,Baby,Senior Engineer,8/30/1993
229299,Giao,Matzat,Staff,5/12/1992
229302,Bluma,Baba,Senior Staff,2/9/2000
229307,Padma,Peroz,Senior Engineer,2/10/1994
229316,Eldridge,Coney,Senior Staff,12/18/1998
229317,Fumiya,Wegerle,Senior Engineer,6/5/1991
229319,Anwar,Halevi,Engineer,8/15/1996
229327,Tsuneo,Baaleh,Senior Staff,5/8/1998
229331,Moty,Kohling,Engineer,9/30/1993
229333,Constantijn,Brattka,Senior Engineer,12/29/1998
229335,Hilary,Chinin,Senior Engineer,10/23/1995
229340,Gor,Gadepally,Senior Engineer,1/7/1986
229347,Sedat,Hiltgen,Engineer,4/29/1999
229358,Sungwon,Schwaller,Senior Staff,11/6/2000
229367,Oscar,Katzenelson,Senior Staff,3/14/1991
229368,Chuanti,Marrevee,Senior Staff,2/1/1999
229370,Mabry,Schwabacher,Technique Leader,11/19/1987
229373,Ute,Tagansky,Staff,1/4/1999
229377,Herb,Slutz,Senior Engineer,4/19/1996
229381,Collette,Colorni,Senior Staff,10/15/2001
229384,Lidong,Strandh,Staff,3/28/1999
229385,Kwangjo,Guardalben,Staff,1/17/1995
229388,Georgi,Silva,Senior Engineer,11/29/1988
229390,Leni,Horswill,Assistant Engineer,9/10/1998
229392,Sangeeta,Sundgren,Technique Leader,4/28/1988
229395,Insup,Levergood,Senior Engineer,5/31/1998
229397,Kazuhiko,Serre,Senior Engineer,2/14/1988
229398,Lubomir,Belinskaya,Senior Engineer,8/20/2000
229401,Garnet,Takanami,Engineer,3/4/1999
229402,Chenxi,Stassinopoulos,Senior Engineer,4/22/1999
229405,Ennio,Remmers,Senior Engineer,5/14/1996
229407,Masami,Rajala,Senior Engineer,3/22/1993
229410,Kokou,Stassinopoulos,Technique Leader,8/16/1997
229413,Aemilian,Lorcy,Senior Engineer,2/5/1992
229415,Abdelghani,Ibel,Senior Engineer,3/2/1992
229418,Uri,Sanella,Senior Engineer,5/2/1985
229420,Takahito,Stentiford,Senior Staff,12/5/1996
229421,Kazuhisa,Navazio,Senior Engineer,6/1/1991
229422,Ashish,Lalonde,Engineer,3/16/1996
229423,Stafford,Murtafg,Senior Staff,5/7/1991
229430,Marko,Bridgland,Senior Staff,5/25/2002
229435,Arnd,Kading,Senior Engineer,7/2/1994
229439,Yucel,Luders,Senior Engineer,9/23/1997
229442,Hatim,Matteis,Engineer,4/19/1996
229443,Mohammad,Hedayat,Senior Engineer,12/23/1995
229444,Zeljko,Rijsenbrij,Senior Staff,1/25/1993
229446,Kazuhiko,Gadepally,Senior Engineer,11/15/1996
229448,Dipankar,Chachaty,Engineer,5/8/1997
229449,Poornachandra,Valtorta,Engineer,10/19/1997
229450,Debatosh,Tramer,Technique Leader,6/1/1987
229454,Trygve,Tchuente,Staff,11/15/1998
229455,Uzi,Nanard,Senior Staff,11/12/1990
229460,Naraig,Landherr,Senior Staff,12/11/1999
229461,Berto,Raczkowsky,Senior Staff,6/2/2002
229466,Monique,Schaft,Senior Engineer,7/18/2001
229469,Rosalie,Terkki,Senior Engineer,11/29/1995
229470,Teunis,Bala,Senior Staff,8/27/1988
229476,Gregory,Perin,Staff,11/29/1997
229477,Barry,Kusakari,Senior Staff,2/19/1994
229480,Franziska,Passafiume,Engineer,10/12/1994
229481,Shimshon,Conti,Senior Staff,4/13/1991
229483,Hauke,Zucker,Staff,2/20/1995
229487,Siamak,Keirsey,Senior Engineer,12/21/1997
229488,Xinglin,Pintelas,Senior Staff,10/3/1992
229497,Dekang,Bach,Staff,8/16/1996
229498,Jagoda,Molberg,Engineer,1/2/1987
229500,Sreenivas,Gargeya,Senior Engineer,9/10/1999
229504,Munir,Leaver,Senior Engineer,5/27/1998
229506,Shaibal,Schaap,Engineer,9/22/1995
229511,Mooi,Crabtree,Senior Engineer,10/3/1995
229513,Trygve,Lienhardt,Technique Leader,10/15/1989
229514,Huan,Morrey,Staff,1/17/1997
229516,Susanta,Gischer,Senior Engineer,9/13/1994
229526,Macha,Koprowski,Staff,8/23/1994
229528,Valter,Antonakopoulos,Senior Engineer,12/17/1992
229536,Marek,Parhami,Engineer,11/19/1997
229539,Torsten,Kawashima,Senior Staff,4/28/1993
229541,Maya,Rosenbaum,Senior Staff,8/23/1991
229544,Heon,Panangaden,Staff,2/3/1994
229546,Larisa,Krohm,Engineer,5/7/1992
229549,Ekawit,DasSarma,Engineer,12/13/1997
229551,Zijian,Stille,Engineer,7/19/1994
229552,Utpal,Shackel,Senior Staff,1/26/1995
229553,Shim,Schapire,Senior Engineer,6/8/1999
229554,Goncalo,Assaf,Engineer,3/30/1999
229557,Pintsang,Albarhamtoshy,Senior Staff,11/27/1996
229558,Mohamadou,Miculan,Engineer,10/16/1998
229566,Bokyung,Gadepally,Senior Staff,12/29/1993
229567,Theron,Syrzycki,Senior Engineer,7/29/1990
229569,Kannan,Merel,Senior Engineer,12/13/2001
229571,Masanao,Pappas,Senior Engineer,7/13/1996
229575,Aamod,Seuren,Staff,6/6/1996
229578,Bernt,Ariola,Senior Staff,7/15/1988
229579,Reinhard,Aumann,Senior Engineer,2/7/1996
229587,Leucio,Zucker,Senior Engineer,5/28/1994
229591,Gudjon,Basart,Senior Engineer,10/20/1998
229595,Satyanarayana,Iivonen,Senior Engineer,12/4/1993
229601,King,Speel,Senior Engineer,1/4/2002
229612,Chuanti,Vidal,Senior Engineer,2/14/1988
229620,Arun,Shackell,Senior Staff,2/7/1991
229627,Samphel,Uehara,Senior Staff,4/16/2001
229634,Aiichiro,Verspoor,Senior Engineer,4/24/1993
229635,Nakhoon,Giveon,Senior Engineer,9/8/1993
229636,Sedat,Swen,Senior Staff,4/12/2002
229639,Patricio,Renear,Engineer,6/1/1985
229642,Sariel,Demos,Engineer,2/25/1996
229649,DAIDA,Montresor,Senior Engineer,5/29/2002
229657,Vugranam,Magliocco,Senior Staff,8/4/1997
229660,Divier,Hagimont,Engineer,10/8/1997
229662,Rance,Calkin,Engineer,11/25/1997
229664,Rafail,Nanard,Staff,6/12/1998
229670,Mohammad,Kropatsch,Senior Engineer,10/25/1998
229673,Saniya,Tomescu,Senior Engineer,2/11/1985
229674,Tran,Nergos,Engineer,9/14/1985
229681,Peternela,Schrooten,Senior Engineer,6/4/1996
229686,Leni,Piazza,Technique Leader,2/22/1986
229694,Sanjoy,Ranta,Senior Staff,5/16/1999
229695,Vincent,Rajaraman,Staff,4/13/1998
229699,Udo,Keustermans,Staff,12/2/1994
229701,Xinglin,Nollmann,Senior Engineer,5/13/1994
229715,JoAnna,Cappello,Senior Engineer,10/24/1991
229717,Sivanarayana,Baig,Senior Staff,7/5/1993
229725,Valery,Fairtlough,Senior Staff,10/16/2000
229740,Chrisa,Walston,Senior Engineer,6/8/1992
229741,Bowen,Maccarone,Senior Engineer,5/18/1993
229742,Aran,Lundstrom,Engineer,5/3/1996
229745,Mohd,Ventosa,Senior Engineer,3/28/1999
229750,Tommaso,Feldmann,Senior Engineer,9/12/1994
229753,Niranjan,Iisaku,Senior Engineer,6/4/1989
229754,TRUE,Casperson,Technique Leader,2/29/1996
229755,Mori,Poupard,Senior Staff,6/17/1996
229759,Akeel,Kusakari,Senior Engineer,12/14/2000
229761,Amalendu,Garnham,Senior Staff,12/23/1995
229768,Nathalie,Stentiford,Assistant Engineer,1/6/1998
229771,Mayumi,Buescher,Staff,11/23/1996
229773,Paddy,Impagliazzo,Senior Engineer,11/5/1999
229775,Luisa,Serot,Senior Staff,4/4/1997
229779,Mahmut,Kohling,Senior Staff,6/26/1987
229784,Pranay,Sewelson,Senior Engineer,1/5/1988
229789,Feipei,Baby,Senior Staff,7/23/1999
229790,Akemi,Schieder,Senior Engineer,11/20/1997
229792,Seshu,Kolinko,Staff,1/2/1997
229798,Patricio,Soicher,Senior Engineer,3/6/1997
229803,Sachem,Pettit,Senior Engineer,2/2/1992
229810,Katsuo,Attimonelli,Senior Engineer,11/10/1995
229813,Huiqun,Birjandi,Senior Engineer,6/29/1989
229815,Atreyi,Tsukune,Senior Engineer,11/21/1992
229816,Phuoc,Debuse,Engineer,5/26/1998
229818,Maik,Matheson,Assistant Engineer,9/10/1996
229819,Zhenbing,Delgrande,Technique Leader,9/9/1988
229822,Vidya,Basagni,Senior Engineer,10/19/1991
229826,Oscal,Peternell,Senior Staff,5/26/2001
229832,Tonia,Ozeki,Senior Staff,12/18/1998
229839,Bojan,Kermarrec,Senior Engineer,10/10/1992
229846,Ibibia,Melton,Senior Engineer,6/10/1999
229851,Debaprosad,Miake,Senior Engineer,3/30/1999
229853,Mantis,Atchley,Senior Engineer,4/18/1997
229855,Chikara,Dechter,Engineer,10/23/1997
229857,Constantino,Hoppenstand,Assistant Engineer,7/30/1999
229858,Giri,Dulin,Senior Staff,5/24/1993
229859,Sugwoo,Iisaku,Senior Engineer,6/6/1999
229860,Ingmar,Sewelson,Senior Staff,7/8/1996
229867,Jasminko,Merkl,Senior Engineer,12/19/1988
229872,Bojan,Fujisawa,Senior Engineer,7/18/1999
229873,Bartek,Hanabata,Engineer,11/11/1993
229875,Indrajit,Staelin,Senior Staff,1/18/2000
229878,Guangming,Asser,Senior Staff,5/29/1992
229882,Quingbo,Busillo,Staff,9/2/1996
229891,Zhenbing,Babb,Senior Staff,7/16/1995
229893,Ebbe,Weedon,Senior Staff,4/29/1994
229899,Genevieve,Lund,Staff,10/26/1999
229900,Zhaofang,Iivonen,Senior Engineer,9/17/1999
229903,Hausi,Callaway,Assistant Engineer,4/27/1997
229905,Moss,Trumbly,Senior Engineer,10/15/1992
229911,Ingmar,Jansen,Senior Staff,7/29/1992
229914,Nagui,Back,Senior Staff,11/18/1998
229922,Arvin,Condotta,Senior Engineer,4/30/1998
229923,Shaowei,Haldar,Senior Engineer,5/19/1996
229926,Tomofumi,Sgarro,Senior Staff,5/16/1990
229927,Berto,Valiente,Senior Engineer,10/16/1995
229931,Perry,Mikschl,Technique Leader,12/18/1997
229933,Saniya,Itzfeldt,Senior Engineer,8/12/1995
229937,Huiqun,Butner,Senior Staff,2/2/1994
229939,Leszek,Pusterhofer,Assistant Engineer,5/10/1992
229941,Abdelaziz,Collette,Senior Engineer,6/19/1990
229943,Kristian,Kampfer,Engineer,3/16/1999
